26997428,26997428,8.5,(12人评价),劳伦·鲁本斯坦 / 化学工业出版社 / 2016-8-1 / CNY 15.80
1887570,1887570,8.1,(28人评价),舒尔兹(Duane Schultz) / 李文灉、甘阳 / 三联书店 / 1988-01-00 / 1.65
21318056,21318056,0,(少于10人评价),苏珊·奎利姆 / 李蔚超 / 2013-2 / 32.80元
35243269,35243269,0,(少于10人评价),肖兴荣、王立娜、王晶 / 电子工业出版社 / 2020-11-1 / 66
4143867,4143867,8.6,(617人评价),孙瑞雪 / 中国妇女出版社 / 2010-1 / 29.80元
30574442,30574442,0,(少于10人评价),21.00
4872920,4872920,0,(少于10人评价),朱智贤 / 2009-11 / 33.80元
26211191,26211191,0,(少于10人评价),昝飞、张琴 / 中国轻工业出版社 / 2014-2 / 32.00
1607262,1607262,0,(少于10人评价),(美)斯苔芬妮.奥尔巴赫博士 / 上海世纪出版集团（上海书店出版社） / 18
34794127,34794127,0,(少于10人评价),柏燕谊 / 江苏凤凰文艺出版社 / 2019-8 / 45.00元
35328412,35328412,0,(少于10人评价),［美］唐娜·S.威特默（Donna S. Wittmer）、桑德拉·H.彼得森（Sandra H. Petersen）、玛格丽特·B.帕克特（Margaret B. Puckett） / 金心怡、何洁 / 机械工业出版社 / 2021-1 / 159.00元
1748080,1748080,0,(少于10人评价),西戈 / 四川教育出版社 / 1999-1 / 19.80元
6030114,6030114,0,(少于10人评价),Violet Oaklander / The Gestalt Journal Press / 1988-12-1 / USD 35.00
1786801,1786801,0,(少于10人评价),Bruno Bettelheim / Alfred A. Knopf / 1976-04-12 / USD 27.50
24732365,24732365,0,(少于10人评价),【瑞士】苏萨·海默尔勒/文、【德国】玛蒂娜·戈尔尼克/绘 / 任飞飞、种子 / 知识出版社 / 2013-7-7 / 80
24706978,24706978,8.2,(1669人评价),孙瑞雪 / 中国妇女出版社 / 2013-4 / 38.00元
11445553,11445553,8.6,(37人评价),蔡宏宁 / 中信出版社 / 2012-8 / 30.00元
22224887,22224887,8.4,(721人评价),丹尼尔·西格尔 / 浙江人民出版社 / 2013-4 / 39.90元
7564069,7564069,0,(少于10人评价),Marc A. Nemiroff、Jane Annunziata / 陳碧玲、陳信昭 / 台北書泉 / 2006 / 250台币
26352465,26352465,0,(少于10人评价),英文版总主编：[美]WILLIAM DAMON    [美]RICHARD M. LERNER、中文版总主持：林崇德 李其维  董奇 / 华东师范大学出版社 / 2015-3 / 180.00元
25726681,25726681,9.1,(328人评价),罗伯特•费尔德曼 / 苏彦捷 / 世界图书出版公司北京公司 / 2013-8-1 / 98.00元
26287271,26287271,0,(少于10人评价),Alice Miller / Ruth Ward / faber and faber / 1983
10773248,10773248,8.5,(764人评价),艾尔菲·科恩 / 天津教育出版社 / 2012-6 / 29.80元
1007914,1007914,8.7,(173802人评价),[日] 黑柳彻子 著、岩崎千弘 图 / 赵玉皎 / 南海出版公司 / 2003-1 / 20.00元
24859508,24859508,8.2,(87人评价),波•布朗森 (Po Bronson)、阿什利•梅里曼 (Ashley Merryman) / 夏婧 / 浙江人民出版社 / 2013-7-1 / CNY 42.90
